id,name,ml_target,bio
8631,jourdanrodrigues,0,"Money is a consequence, not a target."
8632,tchiss,0,Software Developer
8633,github1586,0,node vue
8634,eduards,0,Bio not available
8635,afc163,0,Life is a box of chaos
8636,tauseefk,0,"Web/video-game engineer, loves all things Rust and Javascript."
8637,aniruddha-adhikary,1,Bio not available
8638,gayashanbc,0,Software Engineer
8639,ekko100120,0,Bio not available
8640,mkung6,1,Software engineer based in San Francisco with experience in full stack web development.
8641,skiritsis,0,Software Engineering Manager
8642,HibisciDai,0,https://hibiscidai.com/
8643,kepta,0,Javascript developer
8644,rgiovanini,1,Pizza test pilot.
8645,eWangsf,0,STUBBORN
8646,jackyzonewen,0,每一个你不满意的现在，都有一个你没有努力的曾经
8647,benrobinson20,1,"Computational Specialist at Matterlab

"
8648,develoser,0,This is my super ultra mega awesome bio.
8649,YCIrving,1,Bio not available
8650,jameron,0,"Web applications developer, landscape photographer, metal and punk fan."
8651,WenRuige,0,たいだのひと
8652,labs00,0,Bio not available
8653,olaferlandsen,0,Bio not available
8654,orogersilva,1,Senior Android Developer / +10 years of #AndroidDev / +6 years of Kotlin / Technical Writer
8655,gpxlcj,1,"Data Mining &
Smart City &
Machine Learning"
8656,alesshh,0,Bio not available
8657,Mays,0,Bio not available
8658,cyyyu,0,Web developer.
8659,pepoeverton,0,Software engineer
8660,NikolaBorislavovHristov,0,Bio not available
8661,eos21,0,@OSSDAO-ORG•AIRDROP-0x82B1AaA41F233BfEe552629D310a688ce97B14bA
8662,fedebonisconti,0,Software Technical Leader at Mercadolibre.com.
8663,sgotti,0,Open Source software engineer and architect @sorintlab
8664,kyleolivo,0,Wanderer. Lover of learning.
8665,BoykaDan,0,I am Tenzi Namja，i am a student  .I love learning and open source.I hope I can make my own contribution to github one day.
8666,keldLundgaard,0,Director of Data Science at Salesforce Commerce Cloud
8667,lfamorim,0,Bio not available
8668,deepakkarki,0,Fullstack Engineer and Maker. Interested in exploring and building tools to help create better software.
8669,ArtemGordinsky,0,Bio not available
8670,cpannwitz,0,Team-Lead Software | Sr Frontend Developer | IT Project Manager
8671,babim,0,"Virtualization, Storage Solution.
Server and Client mobility, deploy fast."
8672,marek-stoj,0,A passionate software engineer fascinated by the ever growing influence of the theoretical foundations of computer science on the IT industry.
8673,ggoog,0,Bio not available
8674,dairdr,0,Full stack dev
8675,GauravSahu,1,Programmer
8676,alifarazz,1,Computer Graphics and HPC enthusiast
8677,cmark,0,"Chief Technology Officer @b2ihealthcare
SNOMED CT Terminology Implementation specialist,
Elasticsearch evangelist,
Java/TypeScript professional"
8678,everson,0,Software Engineer who can't decide on what to focus on!
8679,Natumsol,0,Product Engineer
8680,akmittal,0,"Fullstack developer

JavaScript, TypeScript, React, Go, Nextjs, Postgres "
8681,montoulieu,0,"XR Developer and Full-stack Engineer working at Hovercraft Studio in Denver, CO"
8682,gatarelib,0,Bio not available
8683,EslaMx7,0,Software Engineer with a passion for building tools that have a real impact
8684,huangyuyao,1,Bio not available
8685,oesukam,0,Solution Architect
8686,KaraAJC,0,"Idea fox. Bug Possum. Code Kangaroo. Documentation Diva.
Let me get at that repo, y'all.
"
8687,fangleai,1,Research Scientist at Facebook Inc; Ph.D. from University at Buffalo
8688,billp,0, Apple Platforms | Lead iOS Engineer
8689,emanuelcasco,0,"*Backend developer 💛⚙️ at @Wolox*
- Javascript, Typescript, Vue, GraphQL, Postgres, Jest, Redis, and more"
8690,AurelienVigne,0,"I am Creative Front-End Developer based in Toronto. I eat code for my breakfast, design for my lunch then combine both for my dinner. Currently @allomambo"
8691,hhkaos,0,"Happy & passionate. Principle Product Engineer, Developer Experience Team at @Esri // Co-founder of  @Geo-Developers, @GeoVoluntarios, @TomellosoTech, ... "
8692,digaru19,1,MS CS @ Stony Brook University. Software Developer. Systems Programming. Distributed Systems. Love building things the hard way. GSoC '17.
8693,marioestrada,0,"🇪🇨
Engineer at Stripe. Previously at FB (WhatsApp ex-Instagram), Microsoft (Yammer), and BitTorrent.

"
8694,Bhargee,1,Bio not available
8695,rayning0,0,"Sr Platform Engineer, Distributed Systems"
8696,eldalo,0,"Do what you love...
"
8697,aeyakovenko,1,"hacking on @solana-labs . terrible surfer, world class underwater hockey player. @qualcomm, @mesosphere, @dropbox alum"
8698,scokmen,0,Sr. Developer @ZalandoTech | Berlin ♥ https://productionjourney.substack.com
8699,bogren,0,🏔🌤
8700,lukasamd,0,Software Architect and Full Stack Developer in INGENIOUS.BUILD
8701,hankliu62,0,「慧当临绝顶，一懒众衫小」
8702,hzhu,0,@0xproject • prev @zendesk • @zendeskgarden • @shipt • @altairsix • @loyal3 • @loyal3dev
8703,Mannaio,0,React - Front end - UI Engineer
8704,SnowzTail,1,Bio not available
8705,mescalchuan,0,爱跳舞，爱摄影，爱健身的前端爱好者
8706,jinyikuang000,1,Bio not available
8707,ifraincoat,0,Bio not available
8708,kunsun,0,成长
8709,brzuchal,0,Passionate PHP Developer focused on microservices and PHP internals
8710,Techassi,0,"Backend Software Developer - working mostly on Kubernetes and Network related things with Rust, Go, Vue and TypeScript."
8711,Wjerry5,1,"CS, UIUC"
8712,bsorrentino,0,"He is a Software Architect with over 20 years of experience. He currently is the CTO of Softphone.
In 2009 he has led the setup of a Soulsoftware"
8713,Shwetank30,0,A gamer & a cloud architect who likes to code :D
8714,kunaltyagi,0,New home: https://gitlab.com/kunaltyagi
8715,jherdman,0,"Developer at @nulogy (formerly @PrecisionNutrition). Passionate boulderer, father, and singer of bedtime songs."
8716,spilth,0,"I am a software developer by day, a songwriter by night and a geek most of the rest of the time."
8717,callmedadaxin,0,https://helloathon.club
8718,mrova,0,Software Engineer @ Ro
8719,pinxue,0,Programming is fun.
8720,cchamberlain,0,SWE / @stash.gg / ex-Google
8721,constsync,0,Bio not available
8722,EndruK,1,"M.Sc. Computer Science and Media -
AI Engineer at AppsFactory"
8723,chrisenytc,0,In Science we trust.
8724,lgh06,0,"Geek or Developer, that's a question."
8725,h4ck4life,0,"Stay hungry, stay foolish"
8726,GongchuangSu,0,"Stay hungry, stay foolish."
8727,alvinkl,0,Hello World!
8728,saibimajdi,1,".NET developer, Machine Learning lover and Bots development fan."
8729,CHEF-KOCH,0,Bio not available
8730,duellsy,0,VP Product Operations @ Dixa
8731,gulshan-mittal,1,Computer Science and Engineering Graduate Researcher from IIIT Hyderabad | Software Engineer at Salesforce
8732,kuaikuaikim,0,"Implementation for Speech Recognition, Computer Vision, DeepLearning, Block-chain and HPC. Rich experience on C++, Python, DSP, FPGA and Java.
"
8733,Dmchale92,0,Developer primarily working with Python/Django to create and improve novel open source tools.
8734,DSKSD,1,"Research Scientist @ NAVER AI Lab
"
8735,stepankuzmin,0,Software Engineer at @Mapbox
8736,maremun,1,Postdoc @ MPI-IS
8737,gaarangoa,0,I'm lover of programing and machine learning :) @gaarangoa
8738,heruan,0,"Nerd, gamer, stargazer."
8739,TheGeekyM,0,Bugs Killer
8740,fegemo,0,Space hitchhiker at @cefetmg-decom
8741,RyanFleck,1,Consultant @IBM
8742,prateekagarwal3,1,Graduate Student at USC
8743,liuyangzuo,0,"React fanatic, previously
@bytedance @alibaba @netease"
8744,OIdiotLin,1,frontend & iOS developer
8745,edivangalindo,0,Security engineer by day and bug hunter by night.
8746,cdrage,0,"Software Engineer at Red Hat 🐧
I work on anything Containers 🚀
Kubernetes is the bees knees 🚢"
8747,sakamies,0,"User friendliness engineer / Designer whose medium is code.
Minimalism, accessibility, ethical tech."
8748,jorgecasas,0,CTO https://www.iternova.net  && Runner && Time traveller since 1637...
8749,donlion,0,Lead Web Developer @Tattoodo
8750,karinakozarova,0,"In love with C#, Python, Robotics, all about OSS, C, C++, golang, Ruby, Java, Linux (Elementary OS <3). TUES/ELSYS(2019), currently at Fontys UA"
8751,tahsinsevinch,1,"https://www.linkedin.com/in/tahsinsevinch
"
8752,Godan,0,I like Dr Pepper.
8753,leeluolee,0,zhihu: @郑海波
8754,BonDoQ,0,A Software Engineer
8755,sohelrana820,0,Lead Engineer | PHP Programmer | Full Stack Developer. Around Nine years(+) of experience in a complete software development lifecycle.
8756,dcooney,0,"#1 Dad with the key chain to prove it. Software Development @AEWP & @connekthq.

Working on Instant Images and Ajax Load More for WordPress."
8757,Derek-Wds,0,Bio not available
8758,LittleNewton,1,Ph.D Candidate
8759,krisjin,0,Bio not available
8760,fangge,0,你不能把这个世界，让给你所鄙视的人
8761,nayunhwan,0,"#frontend #react #typescript #unit-testing #hci #a11y
"
8762,mscharlock,0,Sr. Technical Content Marketing Manager @ New Relic. Previously @ MSFT
8763,Cabezaa,0,💻  Fullstack Developer - 🎓 Information Systems - 🏡  Neuquen - Argentina
8764,cjcliffe,0,"Developer, Musician, 3D Artist, Retrocomputing Enthusiast"
8765,knice,0,Full stack developer and team lead in the Communications & Marketing department at @ucsc.
8766,devndone,0,Lead Software Engineer
8767,adamwaite,0,Bio not available
8768,syedmisbah,1,"Data science manager @DISHDevEx

Data.Code.Models."
8769,juandelossantos,0,Fullstack Web Developer
8770,Synchro,0,"I'm a PHP developer, linux sysadmin, DBA, and tech writer, into privacy, skiing, biking, and guitars. Have I helped you? Sponsor me via GitHub or Patreon"
8771,Ding-Ye,1,This person look like a dog
8772,TheAlgo,1,"Software Engineer @aws

"
8773,fearlex,0,Software Engineer II at @telemundo &   Sr. Software Engineer at @QuantumWP and @LatinoGaming
8774,Stichoza,0,"Software Engineer. Laravel Developer. Founder of @metaoutdoor, Co-founder of @uniHackio and @bina24 "
8775,kwelch,0,@atlassian Engineer • Speaker
8776,jmcerrejon,0,"Freelance, Python/PHP/Javascript developer. Raspberry Pi/IoT enthusiast"
8777,anruence,0,Bio not available
8778,liurongfang,1,Interests include Computer Vision and Electronic Engineering.
8779,andreynering,0,"Software engineer working mostly with Ruby (and Rails), Go, databases and more. Creator of @go-task."
8780,jfbcb,0,"多年php(拍黄片),但没得过奖."
8781,dumplings,0,To be right before being good.
8782,lvaldovinos,0,"As a former contra gamer, I still don't know why I'm so bad at COD."
8783,mathlf2015,1,Recommender system & Nlp
8784,ladislas,0,Cofounder & Project Manager @leka
8785,salman-bhai,1,Bio not available
8786,phansys,0,Enterprise Solution Architect at @nubity
8787,komagata,0,I love Ruby.
8788,doghappy,0,Hello World.
8789,appbir,0,favorite web technology。
8790,mmaguero,1,"Text Mining, Natural Language Processing (NLP), Machine Learning, Computer Science"
8791,alvinsj,0,Bio not available
8792,essicolo,1,Ecological engineer. Also on gitlab.com/essicolo
8793,LinjianMa,1,Research scientist @ Meta
8794,Superlee506,1,"I received the PhD degree from College of Computer Science and Technology, Zhejiang University in 2019.  My research interests are in CV&CG."
8795,Enapiuz,0,It's probably not a problem... probably...
8796,jeffochoa,0,Web developer
8797,albertoperezf,0,Frontend Developer @ GFT Group
8798,alexarnautu,1,:hammer: Software Craftsman focused on making better software
8799,radimklaska,0,#Drupal geek since 5.4
8800,muigaiunaka,0,Amazon SDE on the Audible Voice Experience team
8801,sean-perkins,0,"Empowering developers with add-on tooling, advanced UI/UX and technology resources. I believe in the future of web technologies."
8802,rajmani1995,1,Bio not available
8803,DongpingZhu,1,Bio not available
8804,edkf,0,Designer
8805,Ci-Jie,0,A Research and Development Engineer (R&D Engineer) at ASUS
8806,PerfectShen,1,a little  interesting
8807,adetante,0,Software Developer and Blockchain Architect
8808,PetarV-,1,Staff Research Scientist
8809,carabina,0,"Software analyst, web developer"
8810,crcastle,0,Developer Advocacy @renderinc. Previously @heroku.
8811,nafeu,0,"Musician & Full Stack Dad - H.B.Sc. Computer Science & Linguistics @ UofT. Interested in generative art, software craftsmanship and data visualization."
8812,emanoelvianna,0,"Masters, Computer Science at Universidade Federal do Rio Grande do Sul - Brazil."
8813,ddiez,1,Computational biologist working on immunology
8814,ColinFay,0,"👨‍💻 Data Science and Engineering at @thinkr-open.
""Chaotic good developer"".
Loves building things, loves breaking things.
Runs 🏃‍♂️.
Eats plants 🌱."
8815,chenmingbiao,0,"iOS / Swift / Video / Streaming.
Member of @SwiftGGTeam.
Formerly @Tencent, @meitu."
8816,limingxinleo,0,Any fool can write code that a computer can understand. Good programmers write code that humans can understand.
8817,Kulak,0,"GO, TypeScript and .NET in order of experience."
8818,jurby,0,That is the life
8819,PeterKow,0,"Architect React, React-Native, Redux contractor (founder) at Aurity"
8820,thebergamo,0,Beer Lover and @nodejs developer
8821,bengourley,0,¯\_(ツ)_/¯
8822,thejonanshow,0,Head of Developer Relations at DXOS.org.
8823,iChebbi,0,Tech enthusiast & OpenSource supporter and Software developer at Klarx GmbH
8824,GabrielaBezerra,1,"Mentor @ Apple Developer Academy / IFCE. I'm a computer engineer who loves creating stuff, learning new things, and sharing knowledge with others."
8825,nairihar,0,Backend Engineer | Tech writer | Podcaster | JavaScript Armenia Community Creator
8826,glzjin,0,Powered by Love❤️
8827,starburst997,0,"

    Programmer since a little kid

"
8828,chenxofhit,0,Hi! I am an ML & Deep Learning Researcher with Bioinformatics in HNUST. Former in Sogou Inc. Let technology make life better!
8829,k0nsl,0,"I'm a programmer, server administrator, designer, spokesman and factotum of a wide-variety of web pages."
8830,shimulch,0,Bio not available
8831,larryzhao,0,"Co-founder @jianshu.com

"
8832,sumnulu,0,"CTO @Fikrimuhal
♥️ Scala, FP, 🍣,🥃, System Architecture, 🐈, Distributed Systems, OSS, StartTrek 🖖, ""Çağ Kebabı"", ""Kaymaklı Künefe"",🍺, anime"
8833,hsoi,0,Just some guy…
8834,staticfloat,1,Director of EDA Engineering
8835,maharshi95,1,"NLP Intern at Cohere |
PhD Student at UMD CS "
8836,enderdzz,1,A Ph.D. student from University of Chinese Academy of Sciences (UCAS)
8837,LiorZ,0,"mostly Interested in topics that are in the intersection of Biology, CS and engineering"
8838,geanfelipe,0,Bio not available
8839,gjy3035,1,Computer vision
8840,eymel,0,"Software Developer
"
8841,RunAtWorld,0,just work and work
8842,syntacticsolutions,0,"Ex-Apple Engineer, Ex-Uber Engineer. Been writing code for 13+ years."
8843,redshiftzero,1,"⛰️🌲🐍🧙😇🧙🐍🌲⛰️
how do u do fellow humans🛹"
8844,sheiy,0,Make it run!    Make it better!    Make it performance!
8845,oinak,0,"ruby, rails, js, (neo)vim, linux, docker"
8846,Nejel,1,Data analyst at Exness
8847,klorenzo,0,Sr. Software Engineer at PayPal
8848,AFZL95,1,Bio not available
8849,skarface,0,Bio not available
8850,bilxio,0,be nice
8851,alyakhtar,1,Programmer • Innovator • Developer  • Soccer Crazy • Husky!
8852,andrerod,0,Software Engineer @ Facebook
8853,JLChnToZ,0,#programmer #amateur_edm_musician #dtmer #rhythm_game_player #anime_lover #otaku #noob #not_a_pro
8854,coder-pig,0,"Full stack engineer, majoring in Android, minor in Python, likes tossing any interesting things."
8855,gjvpaet,0,Software Engineer
8856,nmakes,1,"Research @runwayml.

MS Computer Vision @ CMU, BE(Hons.) CS @ BITS Pilani.

Ex-Couture AI, VAL-IISc."
8857,OkGoDoIt,0,"Lead software engineer by day, theater manager by night. Fan of hackathons, machine learning, and wearable computing. Creator of https://doppler.bot. "
8858,romejiang,0,"Full-stack developer,
Fami Partner（@FAMI2U）"
8859,RoyalMjz,0,iOS & Web Dev. Working on a internet company.
8860,JimmyLee05,0,Bio not available
8861,King-Of-Overload,1,何時やるか？、今でっしよう！
8862,apollonian11,0,Bio not available
8863,ppq1991,0,Bio not available
8864,jia58960,0,FED
8865,Arcko,0,http://www.dlmem.com
8866,chnouman,0,"Android Developer at IBM
"
8867,benavern,0,"Hi, I'm Benjamin Caradeuc, a french Engineer and web developer, in love with javascript and sass. I sometimes build little but usefull stuff that I push here !"
8868,sperlingxx,1,馬鹿なわたしは歌うだけ
8869,gavinhungry,0,Full-stack JavaScript developer and Software Engineer at Intel
8870,mrtuvn,0,"Focus on craft html css, component-driven by purposes.
Available for freelance projects.
Full-time Front-end ER
https://www.buymeacoffee.com/tuna9x"
8871,alicanozer,1,a simple computer engineer \0
8872,nnnkit,0,Co-Founder and Training Head @AltCampus
8873,khs1994,0,"Creator PCIT(@pcit-ce).From Datong, Shanxi."
8874,fkinaro,0,"Success begins beyond your comfort zone
"
8875,stevedomin,0,✈️
8876,Norbert515,1,"Mostly Flutter these days.
Love to explore new technologies though."
8877,abruzzihraig,0,Quality takes time:)
8878,mbrn,0,"Software Architect, Developer. Works as contractor

"
8879,douglasmaiabr,0,E-commerce Professional | Magento Developer | PHP
8880,JunshengFu,1,"Technical Expert and Researcher in Autonomous Driving.
"
8881,ringoyip0901,0,Bio not available
8882,swimfish09,0,"
    落地为码
"
8883,asharirfan,0,"🌍 Full Stack Web Developer
ⓦ WordPress Core Contributor
📺 TV Shows Fanatic
💻 Computer Scientist"
8884,taeguk,0,What is right to be done cannot be done too soon.
8885,mavisland,0,"A passionate Full-stack Web Developer 💻, open-source lover, and who does things on the web. Always hungry; and ever curious."
8886,mishak87,0,https://gitlab.com/mishak
8887,cbsan,0,Software Enginner
8888,bingfengyiren,1,algorithms engineer of machine learning and data mining
8889,jrleszcz,1,Bio not available
8890,SmoDav,0,Simple yet complex...
8891,JoviChan,1,陈智威
8892,coco-napky,0,Javascript Enthusiast
8893,Seminioni,0,Bio not available
8894,scorsi,0,"Cloud Engineer.
Modder.
Golang enthusiastic."
8895,lhyfst,1,Simple is better than complex.
8896,IsraelAdura,0,Bio not available
8897,AMoreaux,0,Co-Founder & CTO at @specifyapp. Sketch Icons maker.
8898,satyakisikdar,1,Postdoctoral Fellow @ IU working on science of science
8899,beNitinhere,0,Bio not available
8900,shyyhs,1,Ph.D. candidate at Kyoto University and technical researcher at NICT.
8901,kirillshevch,0,Bio not available
8902,Alex-D,0,Fullstack developer
8903,nipunsadvilkar,0,"I like to explore Jungle of Data with Python as my swiss knife with pandas, numpy, matplotlib and scikit-learn as its multi-tools😅"
8904,Paper99,1,Glad to see you.
8905,rexmac,0,Senior Software Engineer @instacart
8906,icefox0801,0,Between genius and madness
8907,Super-JJ,0,Bio not available
8908,AlexanderCannon,0,"Programming 🤖, Design 🌅, Life 🏔
"
8909,Chriskamphuis,1,"Data Scientist @ Spinque,
PhD candiate at Radboud University working on Information Retrieval"
8910,fukata,0,I want to go travel.
8911,Ugness,1,"KAIST EE 16
KAIST CS 21"
8912,chizhu,1,Kaggle Master&ML&NLP
8913,VictorZhang2014,1,Simple is the best!
8914,EduardCerv,0,Bio not available
8915,radarsu,0,"Full-stack TypeScript programmer. Specialized in creating CLI tools, libraries, NestJS API's, Angular apps."
8916,robotenique,1,Staff Data Scientist @nubank |  B.Sc. in Computer Science from Institute of Mathematics and Statistics @USP
8917,bezzad,0,C# and JavaScript Developer
8918,hitenpratap,0,Programmer by Profession | Gamer by Passion
8919,greatislander,0,"Island kid. Senior developer @inclusive-design, owner-operator @bight."
8920,gregorym,0,Founder of https://nft-generator.art & https://onemint.io
8921,daqing,0,Ruby / Go / Swift / Python / JavaScript
8922,priyamm,1,Backend Developer & DevOps
8923,preco21,0,^-^)b
8924,Diljane,1,To be stronger
8925,daengdoang,0,Product Designer. Open Source enthusiast. @uxindonesia volunteer.
8926,sharadmv,0,I like learning | JAX | Google Brain
8927,arecvlohe,0,"Muscogee/Canadian/American, Advocate for @nativesintech, Typed Developer"
8928,derekdowling,0,"Senior Web Platform Engineer at @TwitchTV!

Shipping universal web clients at scale."
8929,dpayonk,0,Engineering @VillageMD
8930,moyuanhuang,0,manners maketh man ☺︎
8931,cfregly,1,"1/ Principal Generative AI Engineer @ AWS
2/ O'Reilly Author @ ""Generative AI on AWS"" and ""Data Science on AWS""
3/ Former Netflix and Databricks"
8932,jsherfey,1,"Neuroscientist and engineer at Javelin Biotech. Worked at MIT, UCSD, VU, BU."
8933,lnishan,0,"Pursuing dreams, one step at a time."
8934,motamed,1,"Cloud Solution Architect
Azure Application Innovation & Low Code
"
8935,claytonsilva,0,Desenvolvedor em O Boticário e apaixonado pelo DevOps
8936,jwvg0425,0,Indie Game Developer
8937,mmiinnovations,0,"Engineer, Hedge Fund Manager, Coder, Writer, Marketer, Reverend "
8938,Dazaman,1,Research Software Developer at Centre for Translational Data Science @ USYD
8939,Saqrag,1,Bio not available
8940,techwraith,0,"Builder of systems for both people and computers. VP of Engineering at @eaze. Previously at @getable, @yammer and @storify."
8941,Gernot,0,Developer for iOS and other Apple platforms. Founder of @nxtbgthng. I can turn coffee into Swift code.
8942,rankun203,0,Love my life like I always do!
8943,piupius,0,Rubyst.
8944,JamesYing,0,"I'm lazy man, Lazy Created a new World!"
8945,greenido,0,https://ido-green.appspot.com
8946,heygema,0,Bio not available
8947,donychen1134,1,"gopher, sre"
8948,ruishaopu561,1,Work
8949,JiahaoYao,1,"Ph.D. @ UCB Math, interested in Computational Mathematics and Deep Learning"
8950,nkmlombardi,0,"Cofounder, engineering @StreamforgeGG

Interested in Streaming, gaming, and blockchain technology."
8951,jiayihu,0,Addicted Tardis traveller. Working as senior front-end developer
8952,jxgu1016,1,Bio not available
8953,YoshiyukiKato,0,☕️ and 🍫 driven engineer.
8954,SamTebbs33,0,Bio not available
8955,andrewcode2017,0,Bio not available
8956,spudooli,0,"A mostly harmless geek in New Zealand, Technical Director @satellitemedia, have made people. Left foot braker."
8957,Dingyj3178,0,Bio not available
8958,andyshora,0,"Associate Director @ BCG Gamma. Dataviz, React, SVG. Based in London."
8959,jsanchezramos,0,Software Engineer
8960,s0nskar,0,¯\_(ツ)_/¯
8961,nicoengelhardt,0,"Technical designer / Senior Software Developer. Addicted to Technology, Heavy Metal & Racing Games."
8962,raymelon,0,sudo kid
8963,inverse,0,Software Engineer based in Berlin. Interested in Home Automation and making lives easier.
8964,makafanpeter,0, Everything Am Not Makes Me Everything I Am ....
8965,amouly,0,Solution Architect \ Team Lead at Securitize.
8966,robsonsilv4,0,"@dart-lang and @flutter developer.
Open-source contributor.
Dev content creator.
Unix enthusiast."
8967,obasoro,1, desire to learn and develop skills in software technology and continuous integration/Development.
8968,lakshaydulani,1,"Computer Vision, JS, IIOT.. ex-EY"
8969,henryluki,0,Some kind of guy who really enjoys his life
8970,redeltaglio,0,"Pluto 💖 Charon; Victim of human trade. Tags: OSINT, OpenBSD, opensource,  openhardware, privacy, security, wisp, ModernSlavery, electromagnetic weapons."
8971,chsahit,1,Ph. D student at MIT studying motion planning and control for manipulation
8972,brentonhouse,0,"🚀   Vice President, Digital Evangelism - @SoftwareAG - APIs, Microservices, and Integrations"
8973,iktakahiro,0,"Awarefy Inc. CTO. Software engineer. Dart, Go, TypeScript, Flutter, React"
8974,senpp,0,Bio not available
8975,lig,0,Less code fewer bugs
8976,gagneet,0,"In the industry of creating automation for just any software application, and even dabbling a bit in hardware with embedded systems and now raspberry pi"
8977,kokoichiro,1,"I'm Koichiro Kondo, Data scientist in Dentsu Aegis Network.
"
8978,amassarwi,0,Bio not available
8979,MaxHalford,1,🌱 Head of Data @carbonfact 🍥 Doing machine learning on streams in my spare time
8980,aranair,0,Tech Lead
8981,freemanon,0,Bio not available
8982,SalamanderJY,1,Bio not available
8983,ExcellentLife-FeiFan,0,"I am a people,have a big dream."
8984,gaguilar,1,Applied Scientist @ Amazon Alexa | PhD in NLP @ UH
8985,ole3021,0,"Product Manager @ Serverless.
Developer with node.js, nest.js, next.js, Flutter."
8986,dungwinux,0,Reverse engineering in progress. Software development in free time.
8987,he7850,1,Strive for dream.
8988,bkd705,0,"Front-End Developer located in Toronto, Ontario. Working with mostly ReactJS, but open to all tech."
8989,liminjun,0,Front End Developer @cmssfe China Mobile(Suzhou) R&D Center.
8990,dkarlovi,0,"PHP/Symfony, Docker, cloud, databases, queues, performance, testing, automation."
8991,jlguenego,0,"IT Freelance.
"
8992,abhishekmalali,1,Research scientist working on Speech recognition @Alexa. Work on applications of RNNs to Time series problems. Previously @Harvard-IACS
8993,nuptboyzhb,0,Senior Technical Expert in Alibaba
8994,aszzy,1,Bio not available
8995,helmutgranda,0,Principal Front End Architect
8996,palaska,1,"Palantir SWE (2018-2023)
Co-founder @marketinf (2016-2018)"
8997,hevertoncastro,0,"""How you do anything is how you do everything."""
8998,Rohithyeravothula,1,Software enthusiast.
8999,pedrofsn,0,+11 years working as android developer; +6 years working with Kotlin; +6 years working remotely
9000,kulicuu,0,Bio not available
9001,egordorichev,0,Bio not available
9002,BrkCoder,0,Simple & Passionate Web Developer
9003,Lynkzhang,1,Poi
9004,Isabellle,0,Android Developer
9005,pineoc,0,Project Manager & Developer
9006,kgryte,0,"Node.js and JavaScript. Core developer of stdlib, a JavaScript standard library for numerical and scientific computing."
9007,motiko,0,Bio not available
9008,rwaldron,0,He/him.
9009,goldeneggg,0,Bio not available
9010,cmbankester,0,"Software developer employed at @immense in Baton Rouge, Louisiana"
9011,CharlieEtienne,0,Laravel and WordPress developer
9012,PaoloFalomo,0,"Designer, Solution Architect, Dreamer.

Love to code & solve problems."
9013,thatfrankdev,0,Making software @duda-co
9014,linpengcheng,1,"Financial Analyst, CPA, CIA, CTA, Statistician, Clojure, R, core.logic, Expert System Developer."
9015,jeffreywugz,0,"Keep going, don't settle."
9016,ricardoerl,0,Front End Developer
9017,arimogi,0,you can add your bio here...
9018,futuredayv,0,Bio not available
9019,ScottJWalter,0,"Just another digital nomad roaming the information superhighway, looking for adventure and enlightenment."
9020,Ardhimas,0,I like javascript. Especially React.
9021,bwangelme,0,不念过去，不畏将来
9022,robertohuertasm,0,Just a humble software developer wandering through cyberspace. Currently working at Datadog (@Datadog). Organizer of @BcnRust.
9023,aweimeow,0,Bio not available
9024,Schwad,0,Rubyist
9025,liubin1777,0,"stay hungry, stay foolish."
9026,puppybits,0,Architect @ Apple; Clojure(script) Engineer
9027,Zalasanjay,0,Sr. FullStack Developer (Javascript) at Reyna Solutions LLP
9028,flaing,0,Biblical cryptographer
9029,ArtRichards,0,"CTO & Co-Founder, TruckIN Europe UG"
9030,jkvora,0,Keep Learning :)
9031,gembin,0,"
AI, IoT
"
9032,Krasaa,1,Bio not available
9033,jirayuth289,0,Programmer Analyst
9034,mettin,0,"React (Native) guy, serial development conference MC
"
9035,augustoabreu,0,Senior Software Engineer
9036,Kimeiga,0,"Part time game developer, full time daydreamer"
9037,cshubhamrao,1,"Software Engineer at @NimbleBoxAI, building @TuneHQ
Working on
LLMOps | K8s | Golang | Python.
"
9038,pielco11,0,"I'm a traveler, I follow the Sun."
9039,MechanisM,0,"I ❤  nature, music, cats, reading books and off-roading. Sometimes I write code, mostly in @python and use @django a lot. Now I'm learning  @phoenixframework"
9040,andersblehr,0,"Independent software engineer. Also reads, writes, bakes, cooks and parents. Not necessarily in that order."
9041,houz42,0,golang | C++ | machine learning | computer vision
9042,rafaelcaricio,0,I like writing code.
9043,colelawrence,0,Bio not available
9044,FinalTheory,1,"Talk is cheap, show me the code."
9045,laoshuterry,1,"I'm Terry. Just another coder from Beijing, China"
9046,kossnocorp,0,"👋 Hi, I'm Sasha, an open-source writer, indie maker, and serial strugglepreneur.
"
9047,takatoy,1,Working at LY and SB Intuitions Corp.
9048,rrevanth,0,Bio not available
9049,gnuwilliam,0,Software Engineer
9050,marioquer,0,Love product
9051,getify,0,Kyle Simpson is a Human-Centric Technologist. He's fighting for the people behind the pixels.
9052,iosdev474,0,Gamer + Developer = Game Developer (✧◕ω◕)
9053,ed-parry,0,"Product management. Umbraco and Microsoft certified developer, focusing on .NET and JS."
9054,mfpopa,0,TypeScript everywhere...
9055,CodeSchneider,0,Bio not available
9056,renhuihhh,0,學在於致用，如果學不能致用，那麼學又有何用？
9057,qinchao,0,Bio not available
9058,fladi,0,"Python/TypeScript developer, GNU/Linux professional & Debian Developer "
9059,maheshiv,0,Software Developer
9060,kashishgrover,0,Tinkerer | I might annoy you if I can’t figure stuff out.
9061,bluelovers,0,a noob self bug maker
9062,Xuxue1,1,Bio not available
9063,envision,0,Bio not available
