id,name,ml_target,bio,laguage,most_common_language
36996,boudydegeer,0,"FullStack Dev & WebArtisan.
Curiosity is my second name, love to play around with new technologies and learn new stuff.
Love Laravel, VueJS and the community.",,JavaScript
36997,lefant,0,"Happy hacker. I like machine learning, functional programming and startups.",,Shell
36998,angelfreedomv,0,love life by 神楽坂リチウム華,,JavaScript
36999,chungying,1,Currently working in Oxford. My interest topics are robot navigation and any autonomous vehicle/platforms interacting with the world.,,CMake
37000,RichardSmedley,0,"SDK docs for Couchbase app development in C/C++/C#/Go/Java/Kotlin/Node.js/PHP/Python/Ruby/Rust/Scala. Or away from screen, making an edible landscape.",,JavaScript
37001,shashashasha,0,"Hi! I a designer working to improve the government at Nava. Previously, I cofounded Gifpop, Meshu, and Movity. At some point I was an architect.",,JavaScript
37002,lijiakof,0,精于心，简于形,,JavaScript
37004,LaurentGoderre,0,"Open Source Developer

Father, Husband, Cyclist, Home Baker and Home Brewer.",,JavaScript
37005,lambda2,0,"API's, 🌱, open data, semantic 🌍 and ⚡️ things | ex @PandaScore @42School",,JavaScript
37008,juliends,0,Staff Software Engineer,,HTML
37009,GISerDaiShaoqing,0,"Health·Urban·Ecology·GIS. I'm a PhD candidate of Faculty of Geo-information Science and Earth Observation(ITC), University of Twente",,HTML
37011,s2k,0,"I #test & #write #software, studied #physics & worked in #oceanography. I like the #seaside and survived cancer.

Languages: English, German, #Ruby",,Ruby
37012,mehul-singhal,1,"Java, Angular, Spring, MySQL, Python, React, Mongo, Express, Node.JS",,Swift
37013,movoin,0,Something New! Something Cool!,,Dockerfile
37014,loringheart,0,1年365天专业搬砖,,JavaScript
37015,abedmurrar,0,Full stack engineer interested in social sciences.,,JavaScript
37018,jshjohnson,0,Tech Lead,,JavaScript
37022,davidedantonio,0,"Degree in computer science
 Married with Milena
 Huge Nerd!
 Code lover
👨🏻‍💻 Italian developer",,JavaScript
37023,aayush6897,1,Lead Data Scientist,,Python
37024,AbhiiGatty,0,"Senior Backend Engg @InstaViewAI | Ex SDE @UniCourt @velotio-tech @kami-vision | Community Lead @so-sc | I ❤️ everything OpenSource, BigData, InfoSec, Social",,HTML
37025,mmozuras,0,"Coding fearlessly, reading thoughtfully, watching closely.",,Ruby
37026,sharanry,1,@JuliaComputing,,Julia
37027,lonelyclick,0,frontend,,JavaScript
37028,nanjunxiao,1,machine learning algorithm engineer,,C++
37029,kanikel,1,"Autonomos Driving, Large-scale Model, GAN",,Python
37030,jlsan92,0,Software Engineer. Infrastructure and Backend.,,JavaScript
37031,jsoma,0,"baby data journo wrangler @ledeprogram + @littlecolumns, cat wrangler @cat-republic",,HTML
37032,mekanics,0,"I build, break and fix 👨🏼‍💻
self-employed | software engineer",,Ruby
37033,chriscauley,0,You brought a space ship to a time fight.,,JavaScript
37034,fudannlp16,1,My research area mainly focuses on Natural Language Process  & Deep Learning.,,Python
37035,eeegor,0,"Full-Stack developer with UX/UI background
",,JavaScript
37036,jasonkellydk,0,Lead Engineer @ The LEGO Group,,Java
37037,hidayatarg,1,"Senior Software Engineer/ consultant 🧑‍💻 AWS, JavaScript (React, Angular), TypeScript, C#, Asp.net core Python, and GoLang
",,JavaScript
37038,2xAA,0,"The polyamorous relationship of music, programming and visual arts. Part of @livejs ",,JavaScript
37039,habibun,0,Symfony Developer,,PHP
37040,jackokaiser,1,"Robotics, machine learning and neuroscience",,Python
37042,Lcharvol,0,42 student & Full-stack JS developer & Actually front-end freelance developer,,JavaScript
37043,boennemann,0,"Co-CEO @prosperity-tech.

Formerly @semantic-release, @conc-at, @greenkeeperio, @hoodiehq.",,JavaScript
37044,hex-ci,0,Founder of @CodeIgniter-Chinese Community,,JavaScript
37045,henriquecustodia,0,"Frontend Developer, Tattoo Lover and Code Addict",,JavaScript
37046,ayush987goyal,0,Senior Full Stack Developer. Learning enthusiast. Speed-cuber.,,JavaScript
37047,novabyte,0,Founder of @heroiclabs. A software engineer and tinkerer on distributed systems.,,Java
37048,SteveViss,0,"Data scientist / Software developer
Cofounder at @inSilecoInc ",,HTML
37049,kunkun12,0,front-end developer,,JavaScript
37050,BrunoGrifo,1,Software Engineer,,C++
37051,ChenWentai,1,"Master student in Southeast University, China.

Major in Machine Learning & Mobile Communication.
Interested in computer science and mathematics.",,Python
37052,22w2w2,1,DeepLearning        TensorFlow,,No languages detected
37053,peter-ohara,1,I am passionate about building software solutions to solve challenging real-world problems.,,HTML
37054,gauravsaini03,0,"OpenSource Enthusiastic, Author, Developer by heart ",,No languages detected
37055,datianshi21,1,"Enthusiastic about AI and Machine Learning, graduated from Washington University in St. Louis, now a machine learning engineer at MTDP, Beijing, China.",,Python
37056,mukeshthawani,1,Software Engineer,,Swift
37057,ccheever,0,"From Pittsburgh, working on @expo. Living in SF Bay Area.",,JavaScript
37058,fahmisalman,1,Something human,,Python
37059,gratiaa,0,Structure & Rules,,JavaScript
37060,shilomagen,0,"VP R&D @grainfinance , ex @wix  👨🏾‍💻",,JavaScript
37061,austingg,1,I like computer vision,,Python
37063,dcmartin,1,"UNIX hacker; Web pioneer; data mining dilettante; exploring cognitive, Cloud and IoT solutions for fun and profit; if you can't find something, ask.",,Shell
37064,artoodeeto,0,"I'm on GITLAB :)
",,JavaScript
37066,ryanfb,1,"Digital Humanities Developer, Duke Collaboratory for Classics Computing",,Ruby
37067,mcgivrer,0,"Platform architect @ day, #GameDevRookie and some #hype #technologies  explorer @ night !",,Java
37068,myselfHimanshu,1,👨🏻‍💻 Machine Learning Engineer,,Python
37069,10kc-zack,0,Software engineer,,JavaScript
37070,LogicalOgbonna,0,"JavaScript Preacher, Nodejs Lover (express and electron), Reactjs Evangelist, and Writer
",,JavaScript
37071,Ikaris-a,0,dream-seeker,,JavaScript
37073,mkoczka,0,"Engineering manager @supernova_io, Co-Founder @spolocnebyvanie, Ex @microsoft

I love to build stuff fast",,JavaScript
37074,MBKwon,0,"Experienced Director / iOS Developer who interested in Design pattern, Declarative programming and Making human readable code, not for machines.",,Objective-C
37075,mqy1023,0,码农中进球很溜的,,JavaScript
37076,dayitv89,0,"Codes and I, talk to each other.
Professional Github: https://github.com/gauravds",,Objective-C
37077,gao-sun,0,Code like a pro,,JavaScript
37078,bozd4g,0,swe,,C#
37079,robomotic,1,I am a data scientist in FortiGuard labs.,,Python
37081,ita9naiwa,1,A NamuWiki heavy reader,,Python
37082,jamiew,0,American computer programmer,,Ruby
37083,Max-Liu,0,"Life is short,don't be fucked",,Go
37084,FioneraGH,0,I am a cat.,,Java
37085,mplacona,0,Director of DevRel and Community,,Kotlin
37086,debugger22,0,Python | Django | Go | Rust | PostgreSQL | AWS,,Python
37087,64octets,0,Linux Security Solution Developer at School of Freelancing,,Python
37088,gartenfeld,0,Software Engineer,,JavaScript
37089,roydejong,0,hi,,C#
37090,Sumith1896,1,Insanely passionate about Computer Science.,,Python
37091,dnnsldr,0,Visual Dev,,JavaScript
37092,alexruperez,0,Tech Director,,Objective-C
37093,alexshi0000,0,UW CS '23,,Java
37094,jakzaizzat,0,Frontend Engineer,,JavaScript
37095,michaelwschultz,0,"Making stuff and seeing where it goes.

Previously at @sensible-hq, @newfront-insurance, Sidewire, & @iodine.",,JavaScript
37096,Fdevmsy,1,Not a professional page. Just a personal online storage.,,Python
37097,iFeras93,0,"PHP developer (Backend Developer)
#vuejs #laravel",,PHP
37098,kuchhadiyaa,1,Mobile applications development,,Swift
37099,chilts,0,"Doing Node.js/ReactJS/CSS in Palmerston North, NZ. Founder @appsattic - all open source web apps. Alumni of @mozilla, @catalyst, @wetadigital & @esa.",,JavaScript
37100,TimZaman,1,ai infra,,C++
37101,atjhoendz,0,Just for func,,JavaScript
37102,igoofyy,0,BAD BOY,,C
37103,sergiohermes,0,"I build apps, games and tools for the developer. Passionate about open source and productivity in open source devs and an eternal apprentice in electronics.",,HTML
37105,ChrisTerBeke,0,I build things,,HTML
37106,markoheijnen,0,WordPress core/plugin developer,,PHP
37107,suissa,0,"JavaScript/Blockchain Evangelist.

FullStack Developer Sênior",,JavaScript
37108,mokemokechicken,0,森下 健,,Ruby
37109,rickbarraza,0,Exploring Human::AI creative collaborations these days at Microsoft. Practitioner of Design Futures. O.G. Creative Coder.,,HTML
37110,hpparvi,1,Postdoctoral researcher studying exoplanets in the Instituto de Astrofísica de Canarias.,,Python
37111,marioteik,0,Software Architect,,JavaScript
37112,joshuachestang,0,Look deep into nature to understand everything a little better.,,Ruby
37113,teameh,0,Freelance iOS dev,,JavaScript
37114,ehocchen,1,Engineer,,Python
37115,nazar,0,Fullstack JS,,JavaScript
37116,joseph-zhong,0,"Research Engineer @facebook Reality Labs/@ctrl-labs. Excited about 🧠💻 interfaces and the 🌩.
prev: @wellsaid-labs @XevoInc @UWRealityLab @surround-io @srnd",,Python
37117,lalitmee,0,Software Development Engineer II @quarticai,,JavaScript
37119,remcoros,0,"Developer, architect, consultant, entrepreneur. I like new things and challenges. Interested in software development/architecture, life, and science.",,C#
37121,alexvlima,1,"Data scientist and professor. Interest in economics, finance and data analysis in general.",,R
37122,lorranpego,0,Brazilian Software Engineer living in Korea.,,JavaScript
37123,leeyongit,0,❤️  Miracles happen every day！💓,,Go
37124,gkaimakas,1,"
    iOS Engineer
",,Swift
37125,Alyyyyyy,1,"
    Cloud computing researcher
",,Python
37129,fsamin,0,Twitter: @francoissamin,,Go
37130,mohamedsabil83,0,Full-Stack Web Developer (TALL),,PHP
37131,AymaxLi,0,A daY dreaMer And eXplorer,,JavaScript
37133,qianch,1,认真对待软件的人就应该自己做硬件，预测未来最好的方式是创造未来。,,HTML
37134,Msanjayds,1,"Data Analyst | Machine Learning | |Certified Advanced SAS Programmer|
Mainframe Programmer| Blogger",,Jupyter Notebook
37135,fuying-wang,1,Ph.D. student at HKU.,,Python
37136,adamzolyak,1,Creating The Future of Human Potential + Work 🙌,,JavaScript
37138,dengnan123,0,Just coding,,JavaScript
37139,korymath,0,"Research Scientist DeepMind,

CS PhD University of Alberta

Intern Apple Special Projects Group, Google Brain, Twitter Cortex ",,Python
37140,benjaminrau,0,"PHP and Symfony lover, on the roadbike as often as possible!

Now, since a while, having a deep dive into Jakarta EE.",,PHP
37142,chenzhangyu,0,"Ph.D Student at Huazhong University of Science and Technology
",,Python
37144,agcorrea,0,Systems Architect @ciandt,,Jupyter Notebook
37145,microzz,0,There is no limit to knowledge...,,JavaScript
37146,elaijuh,0,how do you define truth?,,JavaScript
37147,orca-zhang,0,Go | C/C++ | Python | JavaScript,,Go
37149,shizhaojingszj,0,"Novogene 2014.6 -- 2016.9
Cleerland Beijing 2016.9 -- 2017.9
ACCBBio-Singularity 2017.9 -- 2022.7
",,Python
37150,Mpaperlee,1,Bug writer,,Python
37151,patrickandre,0,I am an experienced and passionate technologist/leader who loves to build applications that people love to use.  Also have a talent in scaling teams worldwide,,JavaScript
37152,anlek,0,Software craftsman specializing in Ruby & JS. Biohacker focusing on nutrition & wellness. FPS gamer. Lifelong learner in all aspects of life. #SelfTaught,,Ruby
37153,erkjbro,0,"Software Engineer. React, TS, & Python. Likes video games, PC building, golf, and Jeeps.",,JavaScript
37154,kakshay21,1,"SDE @atlassian, GSoC 18 participant and GSoC 19 mentor @plone",,Python
37155,gajanlee,1,"If you ask me what is my favorite tool, too naive.",,Python
37156,Nearhan,0,Enter The Scape!,,Python
37157,dubems,0,#SeniorEngineer. | Bits and Bytes. | Tech guy | #Java #php #JavaScript  #Groovy #kotlin,,JavaScript
37158,thenbsp,0,Web Developer,,PHP
37159,Templum,0,I'm a really passionate developer working at @liveperson as Software Engineer.,,JavaScript
37160,jasoet,0,Kotlin and Container Technology Enthusiast!,,Kotlin
37161,switer,0,"Ocean, mountain and code.  💻",,JavaScript
37162,tgalopin,0,Helping developers create great Symfony projects with SymfonyInsight (insight.symfony.com).,,PHP
37163,chrisrijos,0,"Software Engineer and IOT Enthusiast

""Personal Profile""",,JavaScript
37164,p-chan,0,"Just an Anime Otaku. I am a Homepage Handmade Uncle and working on Pococha at @DeNA Co., Ltd. Ex: @MyAnimeList , Hackadoll",,JavaScript
37165,MemoryReload,1,"Cebtenzzvat, zbgureshpxre!",,Objective-C
37166,im,0," 🍩 🍪Css, JavaScript, Vue, Node",,JavaScript
37167,tbarbanti,1,"C/C++ bit crusher

Computer Vision, AI, Computer System Engineer, 3D system developer",,C++
37168,mahmoudsaeed,0,Software Craftsman,,JavaScript
37169,Naman-ntc,1,"CS Ph.D. Berkeley | AI for Code, Math, Reasoning | Previously - AWS CodeWhisperer | MSR India | CSE, IIT Bombay",,Python
37170,nearxu,0,"hard play,hard work.",,JavaScript
37171,ejdelmonico,0,Full stack Laravel developer. Focused primarily on small to medium sized projects.,,HTML
37172,DavidBiesack,0,Chief API Officer at Apiture,,JavaScript
37173,juanjzb,0,"👨‍💻 Ingeniero de Sistemas

🤖 Desarrollador de Software

👨‍🏫 Docente en Universidad Nacional de Ingeniería",,JavaScript
37174,samfeder,0,₿,,JavaScript
37176,cschuff,0,Development Architect (Node.js/NestJS/TypeScript/Full-Stack/Angular/Cloud Native/Microservices),,JavaScript
37177,charukiewicz,0,Co-Founder & Principal Software Engineer at @foxhound-systems | Commercial user of Haskell and Nix,,Haskell
37178,Destroy666x,0,"Web developer not scared of mastering any technologies. Well, except Java, perhaps. Stale bot hater.",,PHP
37179,lucasestevao,0,"Full-time dad, kickboxer brown belt, Technical Manager, and
Principal UI Engineer at Avenue Code, working from Apple.",,JavaScript
37180,ckken,0,FrontEnd Developer,,JavaScript
37181,ridixcr,0,"Tech enthusiast, developer and open source lover.",,JavaScript
37182,11808s8,0,"Software Engineer &  Cloud Architect - AWS Certified :) .
Python/JS developer.
Living @ gitlab/github repo",,Python
37183,dsisconeto,0,"Eterno aprendiz das ciências da computação, desde os algoritmos em C ao design e arquitetura de software corporativos.",,PHP
37184,srjit,1,"Code | Math | Data = :heart:
",,Python
37185,850361813,1,be better,,Shell
37186,amalhanaja,1,"Single Source of Truth.
Deserialize Coffee into Code",,HTML
37187,nramirez,0,Just do it!,,HTML
37188,ribafs,0,"PHP, Laravel, Joomla, Docker, DevOps, Servidores Linux, VPS, software livre e open source, etc.",,JavaScript
37189,OnlyRefat,0,Ph.D. Candidate | Problem solver | Cybersecurity | ML,,JavaScript
37190,alphanumeric0101,0,Node programmer working at Taski (taskiapp.com) with a penchant for cryto- graphy and currency.,,JavaScript
37191,barisbora,0,+31 683635369,,JavaScript
37193,sevilayha,0,"Hi, I'm @ghost! I take the place of user accounts that have been deleted. 👻",,No languages detected
37194,francescomalatesta,0,"Developer @ AdEspresso, Founder @ Laravel-Italia, Editor @ Sitepoint. Developer, Curious, Enthusiast",,PHP
37195,dkorolev,0,"Life is a positive sum game.

Host of the SysDesign Meetup, architect at Miro, maintainer of Current, CS generalist, ex. competitive programmer.",,C++
37196,davidmartinezfl,0,"I code things
",,HTML
37197,eliassoares,1,Data Engineer,,Python
37198,miccycn,0,Web Developer,,JavaScript
37199,matthewaveryusa,0,cypherpunk,,JavaScript
37200,Anenth,0,Co-Founder at Premagic.com,,JavaScript
37201,bedantaguru,1,Stats + R + Big Data + Hadoop + Data Science,,R
37203,anneschuth,1,"AI at the Dutch Government (@MinBZK) · Formerly at @spotify  @dpgmedia, @google, @blendle, @MicrosoftResearch, @yandex · PhD in Information Retrieval from @ilps",,Python
37204,cseale,0,Software Butcher,,JavaScript
37205,4knahs,1,bitbucket.org/aknahs,,Shell
37207,Montana,0,web surfin' 🏄,,JavaScript
37208,fengyudaoxiang,1,data mining Engineer,,Python
37209,anh072,0,"Site Reliability Engineer.
DevOps.
Systems Engineer.
Fan of Hashicorp tools",,Python
37210,franksoong,0,"Professional and passionate web designer, skilled to architect and create what you are imagining of...

Robot engineer, Artificial intelligence engineer",,JavaScript
37211,mschinis,0,"Mobile Lead @Trouva,
Ambassador @algolia,
Swift enthusiast, Photographer and Open Sourcerer.",,JavaScript
37212,kus,0,Twitter: @blakekus,,JavaScript
37213,PerseveranceZ,0,createor of @bmfe.,,JavaScript
37214,isdzulqor,0,👋 I'm a Developer who's full of curiosity. Passionate about abstraction & effective engineering.,,JavaScript
37215,fpigeonjr,0,"🇵🇦frontend engineer, 🇺🇸Army veteran, bass guitar, father, husband",,JavaScript
37216,YuJiang01,1,"Software engineer
",,Python
37218,Smona,0,"Technical Lead at Cobalt Robotics. Gnu whisperer.

Always learning new things. Working on a browser-based DAW.",,JavaScript
37219,moataznabil,1,"⚙️ SDET | Scrum Master | Technical Instructor @Udemy
@moatazeldebsy",,Shell
37220,djhopper01,0,"Ruby engineer, working on the web. Love solving problems.",,Ruby
37221,nicolasmelo1,1,"Nicolas is a programmer who likes to talk about himself in third person, what a snob.",,JavaScript
37222,g0d,0,"Businessman, Enterprise Architect, IT Security Expert, Code Hacker",,JavaScript
37223,gok03,1,Polyglot Programmer,,Python
37224,AdrianBZG,1,AI Research Scientist,,Python
37225,orbeckst,1,I lead a computational research group in the Department of Physics at Arizona State University (@Becksteinlab) and am a co-founder of @MDAnalysis.,,Python
37227,kbond,0,"Open Source, PHP, Symfony Developer. @Symfony Core Member.",,PHP
37229,Niedzwiedzw,0,Python/Javascript/Rust developer.,,Rust
37230,jasperck,0,Software Engineer @Automattic,,JavaScript
37231,gitaeks,0,안녕하세요. 감사합니다.,,HTML
37232,endaye,1,"和敬清寂:
harmony,
respect,
purity,
tranquility",,Python
37233,dariusstrasel,0,"Developer with a wide knowledge of tech. I'm currently focusing my skills towards web applications, and software engineering/architecture. Python/JS/C#",,Python
37234,bueltge,0,"I work at @inpsyde GmbH and Zeiss AG. I help companies in making and developing business solutions for various software challenges, especially SAP and WordPress",,JavaScript
37235,Benybrahim,1,Machine learning engineer,,Python
37236,mixalezhnev,0,Frontend developer coming at rescue,,JavaScript
37237,SuchAQuteBoy,1,em......,,Python
37238,akanieski,0,Software Engineering Generalist,,C#
37239,atong01,1,Postdoc at Mila; UdeM studying causal single-cell dynamics,,Python
37240,aaronogan,0,Software Engineering Manager at Relativity,,JavaScript
37241,geordidearns,0,"Enjoy all things internet ✌️
",,JavaScript
37243,FocusLyn,0,♻️达伽码🛠,,Objective-C
37245,Imyukehan,1,"Where I had thought to be alone, I shall be with all the world.",,HTML
37246,ismaild,0,Been in love with Tech ever since i got a turtle to move across the screen on a comodore64. Currently founder @zyelabs,,Ruby
37247,Spasi,0,"Maintainer @lwjgl, co-founder @webhotelier",,C
37248,bqevin,0, ❤   Code,,JavaScript
37249,Tarnaph,0,Design Gráfico e Diretor de Arte. Atuo como desenvolvedor web e apaixonado por front.,,HTML
37250,femibiwoye,0,"Passionate software engineer building scalable apps, writing clean code, and continuously learning. Open-source enthusiast.",,Shell
37251,Meekohi,0,"Ph.D. in Computer Science, UVA 2011",,JavaScript
37252,Fendo181,0,🍶,,PHP
37253,DivineDominion,0,"I create software to make
people more productive @Zettelkasten-Method.
And I write about clean coding @CleanCocoa.",,Objective-C
37254,adamstrawson,0,Senior DevSecOps Engineer @SequenceHQ,,Shell
37255,rdgms,0,Developer,,JavaScript
37256,rluena,0,Frontend developer obsessed with JavaScript.,,JavaScript
37257,developerdino,0,"API developer, woodworker, renovator and proud dad.",,PHP
37258,XiangJi,0,"Own my business

SaaS, Game, ownership, streamline work and execution",,Makefile
37259,shulard,0,"Open source lover, dad, husband, speaker, teacher, remote worker, Full-Stack developer who loves playing with PHP.",,PHP
37260,livimonte,0,"Senior Software Engineer and Solutions Architect. React, Node, Python, AWS.",,JavaScript
37261,lorrylockie,0,a web developer who worked * group,,TypeScript
37262,doomzzju,1,"Talk is cheap, show me your Jacobians.",,C++
37263,portertech,0,Working on something new. Formerly Sr Director & Architect at Sumo Logic and Co-Founder & CTO at Sensu (acq. Sumo Logic).,,Ruby
37264,gokuldh,1,Full Stack & ML Engineer,,Python
37265,ABadCandy,1,Resume: https://abadcandy.github.io/HaoTang-Resume,,Python
37267,NicolasSchwarzer,0,Spelled as Ningbang Wan (万宁邦) in Mandarin. Front-end developer at DXY. Formerly at @SAP and @aliyun.,,JavaScript
37268,Chloejay,0,"Python, Javascript Developer.",,HTML
37269,perucomsultores,0,Gestor de proyectos cloud y developer full stack.,,JavaScript
37270,isa,0,"A technologist, pythonista, gopher, blogger, distributed systems artist and ML/Data geek",,Python
37271,ZJsnowman,1,过一种有价值的中产阶级生活,,Python
37272,graysonhicks,0,Sr FE Lead Engineer for @theapparel,,JavaScript
37273,ivanpokupec,0,PM @ Upvest,,Shell
37274,Chabane,0,"#hiking #cloud #bigdata #leadership addict | #drone #iot fan | #opensource guru (""Steal my ideas, I'll come up with some more."" CC) | λ\ : #stacker
",,JavaScript
37275,aspenstarss,1,Do your best,,Python
37277,secretfader,0,"Senior Technologist, White Hat Hacker, Advocate, and Athlete / Breaking (and hardening) protocols for fun and profit.",,JavaScript
37278,JonnyCarter,0,Integrations,,HTML
37279,hangscer8,0,和 为 贵,,Makefile
37281,nezamy,0,"I'm a passionate programmer who enjoys building projects from the ground up. Constantly seeking new knowledge and skills, I thrive on continuous learning and in",,JavaScript
37282,rbrahul,0,Think twice <Code/> once,,JavaScript
37284,nandofarias,0,Sr Software Engineer at Boulevard,,JavaScript
37285,RachelScodes,0,Senior Engineer @netflix ❖ Co-founder of @GAL_WDI (@generalassembly Ladies),,JavaScript
37286,abranhe,0,Stop stopping!,,JavaScript
37288,amdrew,0,Working on @AffiliateWP at @awesomemotive,,PHP
37289,amueller,1,"Scikit-learn core-developer, Principal Research SDE @microsoft",,Python
37290,IceDcap,0,思则变，变则通,,Java
37292,asmaps,0,"Freelancer - Developer - IT Specialist - Tech geek

also known as NativeException",,Python
37293,hapoza,0,🦄,,JavaScript
37294,freddielumor,0,Engineer / Tech Consultant,,JavaScript
37296,FruitieX,0,I write Rust programs,,JavaScript
37297,cuibonobo,0,"I'm a Software Engineer at @NCR-Corporation (work handle: @jg185366). I reach for code, paint, or people depending on the problem.",,JavaScript
37298,paralin,0,Building decentralized software!,,JavaScript
37300,BigFaceMaster,0,"认真生活，努力工作；无所畏惧，有所敬畏。
 Live conscientiously and work hard; be fearless and have something to fear.",,HTML
37301,anssip,0,Senior Software Engineer,,JavaScript
37302,ribeirojpn,0,UX Designer,,JavaScript
37303,AndersonBY,0,"Founder of Tsinghua Univ. Makerspace, Tingtalks (听涛数据), VectorVein（向量脉络）",,Python
37304,sziegler11,1,Always learning,,Python
37305,dandgerson,0,JavaScript Enthusiast,,HTML
37306,erocheleau,0,Team Lead R&D @ Coveo,,JavaScript
37307,ksharifbd,0,Senior Frontend Developer,,JavaScript
37308,odineiramone,0,"Muito na minha e um pouco excêntrico as vezes. Meio esquisito, péssimo guia turístico mas uma boa companhia (ele/he).",,HTML
37309,liuzheng,0,"Talk is cheap, show me  the code!",,JavaScript
37310,anguyen8,0,Learning in the deep...,,Python
37311,jpedroschmitz,0,Software Engineer at @hygraph,,JavaScript
37312,dhurley14,1,"React.js, Node.js, Python, GraphQL, Kubernetes, Docker, Postgres, Objective-C, Android, Java, slackbots.",,Python
37313,omar-faruk-sust,0,PHP and Python developer,,PHP
37314,nkzhlee,1,"PSU Ph.D. Student, NKU gradudate",,Python
37315,AmeyaWagh,1,"Sr Perception Engineer - CV, ML. in autonomous driving vehicle company.
Former WPI Robotics graduate student.",,Python
37316,DrPep,0,"Proud ex-pivot.
Builder of softwares.
Generally pleasant.",,JavaScript
37317,hvy,1,"Engineer @ Preferred Networks, Computer Science, KTH Royal Institute of Technology in Stockholm",,Python
37318,bhargavchippada,1,"I graduated from IIT Bombay in 2016, specializing in Computer Science. I love science, math, and artificial intelligence.
Experience @ GOOGL, MSFT, AMZN, OLA",,Python
37319,MikuGhoul,0,take the medicine on time,,C++
37320,KKRainbow,1,人生若只如初见。,,C++
37321,ddinchev,0,"Full-stack developer with experience at scale with Python, PHP, Java, Ruby, modern JavaScript. Worked on distributed recommender systems @SoundCloud.",,PHP
37322,fonger900,0,:))),,Python
37323,jsdbroughton,0,"
    Builder of Tools. Wrangler of Data.
(Architectural, Engineering, Construction and Operations)
",,JavaScript
37324,JWTappert,0,Live and machine learn.,,JavaScript
37325,jayantsolanki,0,"Senior Data Scientist - Summit Therapeutics
",,Python
37326,Chris1221,1,"Sr. Scientist at Deep Genomics interested in functional, statistical, and population genomics. ",,Python
37328,alcalyn,0,"PHP, Symfony, RaspberryPi.
GitLab:
https://framagit.org/alcalyn
https://gitlab.com/Alcalyn",,JavaScript
37330,Aalena,1,Software Engineer,,Python
37331,Nicolab,0,"Enjoying by doing useful projects.
Using Elixir, JavaScript, Node.js, Crystal, Go, Linux, Docker and more.",,JavaScript
37332,Stoefff,1,Currently studying computer science. Interested in networking and security,,C++
37333,gleuch,0,"All the feels, on-chain. Called a ""web boffin"" by The Guardian. Other times just writing weird code.",,JavaScript
37334,rudimusmaximus,0,"Poet turned songwriter, occasional management consultant, and full-time entrepreneur. ",,JavaScript
37335,iamhere1,1,"I am a machine learning engineer, work on solving practical problems by machine learning method and big data.",,Python
37337,RobinMglsk,0,"A Freelance Software Engineer.
Specializing mostly in JavaScript/Node/Typescript, but I also like working with PHP, Python and a bit of C++",,JavaScript
37338,Cperez2187,0,Web Developer,,HTML
37339,pietropr,0,"Mid Level Fullstack Developer
React | Next | Laravel | Wordpress | Strapi | Prisma | Angular | Node | PHP | MySQL",,JavaScript
37340,moskytw,1,"New Year New Hope: Code more!
(๑•̀ㅁ•́๑)✧",,Python
37341,sarunast,0,Frontend Developer,,JavaScript
37342,jpmoura,0,Software Engineer with passion for coding and open source,,JavaScript
37343,FlorentinDUBOIS,0,"Engineering manager, Senior software engineer and oncall at @clevercloud 💡⛅, former @ovhcloud ☁️",,Shell
37344,eMaringolo,0,"Smalltalk maximalist, graphics design aficionado and amateur golfer⛳. ",,Smalltalk
37345,MatheusVellone,0,Brain power!,,JavaScript
37346,Ac2zoom,0,ML Systems,,HTML
37347,lindayi,1,"
    Ph.D. in Computer Science. Specialized in Data Science and Software Engineering.
",,JavaScript
37348,ahawkins,0,I build velocity; hopefully one day with @esselius. Podcast: https://smallbatches.fm,,Ruby
37350,igoryamamoto,0,Software Engineer (Backend),,Python
37351,gwonsungjun,0,"
    software engineer 🚀
",,Java
37352,brcontainer,0,"HTML, HTML5, CSS, CSS3, JavaScript, Typescript, SEO, C++, PHP, Python, Java, Android, MySQL, PostgreSQL, Firebird, XML, XSLT, RSS",,JavaScript
37353,mace015,0,Software Engineer @moodlesbv,,JavaScript
37355,popkinj,0,Full stack web developer. Specializing in spatial.,,JavaScript
37356,randyli,1,sse in tencent,,Python
37357,seeden,0,"I am fullstack developer focusing on TypeScript/JavaScript, ReactJS, GraphQL and NodeJS.",,JavaScript
37358,sagar15795,0,Droidman,,Java
37359,AaronWharton,0,nonsense,,Go
37360,earlbread,0,Software Engineer,,Python
37361,paulKerckhove,0,"Remote Software Engineer @doctolib
Former student from school 42",,JavaScript
37362,espnicholas,0,Director of Engineering,,JavaScript
37363,dwij2812,1,"Senior Software Engineer at Sabre Travel Technologies

Completed University Outreach Project @paypal

Ex-Intern @siemens, @paypal",,JavaScript
37364,acomets,1,Product Manager @criteo,,Jupyter Notebook
37366,aguileraz,0,"System Engineer, DevOps, Cloud Architect, SysAdmin, Team Leader (PHP, Laravel, NodeJS, VueJS, Java, Python and Shell Script Developer) @IBM",,HTML
37367,baidan,0,Eendless.,,HTML
37368,flipace,0,lead dev @ovos media gmbh,,JavaScript
37370,mazouri,1,"Android智能AI音箱

Android新能源车机中控屏

手机App/开放平台SDK",,Java
37371,S-mohan,0,Cruising in the code of life,,JavaScript
37372,rodrigoterminus,0,Senior Web Developer,,PHP
37373,GautierLePire,0,Un illustre inconnu,,No languages detected
37374,icecity96,1,NLP， Computer Service,,Python
